Class,BaseType,DropLevel,Rarity,Height,Width,Itemlevel,Sockets,LinkedSockets,SocketGroup,Quality,Corrupted,Identified,SubGroup A,SubGroup B,SubGroup Tier,Game:Strength,Game:Dexterity,Game:Intelligence,Game:Damage From,Game:Damage To,Game:APS,Game:DPS,Game:Crit from,Game:Crit to,Game:Implicit 1,Game:Implicit 2,Game:Armour,Game:Evasion,Game:Energy Shield,Game:Block
Helmets,Fencer Helm,43,NMR,2,2,,4,,,0,,,,,,49,49,,,,,,,,,,102,102,,
Helmets,Lacquered Helmet,51,NMRU,2,2,,4,,,0,,,,,,57,57,,,,,,,,,,120,120,,
Helmets,Fluted Bascinet,58,NMR,2,2,,4,,,0,,,,,,64,64,,,,,,,,,,139,139,,
Helmets,Pig-Faced Bascinet,63,NMR,2,2,,4,,,0,,,,,,85,62,,,,,,,,,,199,139,,
Helmets,Nightmare Bascinet,67,NMRU,2,2,,4,,,0,,,,,,62,85,,,,,,,,,,141,203,,
Helmets,Rusted Coif,5,NMR,2,2,,4,,,0,,,,,,9,,9,,,,,,,,,14,,5,
Helmets,Soldier Helmet,12,NMRU,2,2,,4,,,0,,,,,,16,,16,,,,,,,,,30,,10,
Helmets,Great Helmet,22,NMRU,2,2,,4,,,0,,,,,,27,,27,,,,,,,,,53,,16,
Helmets,Crusader Helmet,31,NMR,2,2,,4,,,0,,,,,,36,,36,,,,,,,,,74,,22,
Helmets,Aventail Helmet,37,NMRU,2,2,,4,,,0,,,,,,42,,42,,,,,,,,,88,,26,
Helmets,Zealot Helmet,44,NMRU,2,2,,4,,,0,,,,,,50,,50,,,,,,,,,104,,31,
Helmets,Great Crown,53,NMRU,2,2,,4,,,0,,,,,,59,,59,,,,,,,,,125,,37,
Helmets,Magistrate Crown,58,NMR,2,2,,4,,,0,,,,,,64,,64,,,,,,,,,139,,41,
Helmets,Prophet Crown,63,NMRU,2,2,,4,,,0,,,,,,85,,62,,,,,,,,,195,,40,
Helmets,Praetor Crown,68,NMRU,2,2,,4,,,0,,,,,,62,,91,,,,,,,,,140,,63,
Helmets,Bone Helmet,75,NMR,2,2,,4,,,0,,,,,,76,,76,,,,,,,Minions deal (30-40)% increased Damage,,172,,50,
Helmets,Scare Mask,4,NMR,2,2,,4,,,0,,,,,,,8,8,,,,,,,,,,11,4,
Helmets,Plague Mask,10,NMR,2,2,,4,,,0,,,,,,,14,14,,,,,,,,,,25,8,
Helmets,Iron Mask,17,NMRU,2,2,,4,,,0,,,,,,,21,21,,,,,,,,,,41,13,
Helmets,Festival Mask,28,NMRU,2,2,,4,,,0,,,,,,,33,33,,,,,,,,,,67,20,
Helmets,Golden Mask,35,NMRU,2,2,,4,,,0,,,,,,,40,40,,,,,,,,,,83,25,
Helmets,Raven Mask,38,NMRU,2,2,,4,,,0,,,,,,,44,44,,,,,,,,,,90,27,
Helmets,Callous Mask,45,NMR,2,2,,4,,,0,,,,,,,51,51,,,,,,,,,,106,31,
Helmets,Regicide Mask,52,NMRU,2,2,,4,,,0,,,,,,,58,58,,,,,,,,,,122,36,
Helmets,Harlequin Mask,57,NMRU,2,2,,4,,,0,,,,,,,64,64,,,,,,,,,,137,40,
Helmets,Vaal Mask,62,NMRU,2,2,,4,,,0,,,,,,,79,72,,,,,,,,,,180,47,
Helmets,Deicide Mask,67,NMRU,2,2,,4,,,0,,,,,,,73,88,,,,,,,,,,166,59,
Shields,Splintered Tower Shield,1,NMR,4,2,,3,,,0,,,,,,10,,,,,,,,,3% reduced Movement Speed (Hidden),,8,,,24%
Shields,Corroded Tower Shield,5,NMR,4,2,,3,,,0,,,,,,20,,,,,,,,,3% reduced Movement Speed (Hidden),+(10–20) to maximum Life,40,,,23%
Shields,Rawhide Tower Shield,11,NMRU,4,2,,3,,,0,,,,,,33,,,,,,,,,3% reduced Movement Speed (Hidden),+(10–20) to maximum Life,46,,,26%
Shields,Cedar Tower Shield,17,NMRU,4,2,,3,,,0,,,,,,46,,,,,,,,,3% reduced Movement Speed (Hidden),+(20–30) to maximum Life,94,,,25%
Shields,Copper Tower Shield,24,NMR,4,2,,3,,,0,,,,,,62,,,,,,,,,3% reduced Movement Speed (Hidden),+(30–40) to maximum Life,166,,,24%
Shields,Reinforced Tower Shield,30,NMRU,4,2,,3,,,0,,,,,,76,,,,,,,,,3% reduced Movement Speed (Hidden),+(10–20) to maximum Life,249,,,23%
Shields,Painted Tower Shield,35,NMRU,4,2,,3,,,0,,,,,,87,,,,,,,,,3% reduced Movement Speed (Hidden),+(20–30) to maximum Life,189,,,25%
Shields,Buckskin Tower Shield,39,NMR,4,2,,3,,,0,,,,,,96,,,,,,,,,3% reduced Movement Speed (Hidden),+(10–20) to maximum Life,154,,,26%
Shields,Mahogany Tower Shield,43,NMR,4,2,,3,,,0,,,,,,105,,,,,,,,,3% reduced Movement Speed (Hidden),+(20–30) to maximum Life,231,,,25%
Shields,Bronze Tower Shield,47,NMR,4,2,,3,,,0,,,,,,114,,,,,,,,,3% reduced Movement Speed (Hidden),+(30–40) to maximum Life,319,,,24%
Shields,Girded Tower Shield,51,NMR,4,2,,3,,,0,,,,,,123,,,,,,,,,3% reduced Movement Speed (Hidden),+(10–20) to maximum Life,418,,,23%
Shields,Crested Tower Shield,55,NMR,4,2,,3,,,0,,,,,,132,,,,,,,,,3% reduced Movement Speed (Hidden),+(20–30) to maximum Life,294,,,25%
Shields,Shagreen Tower Shield,58,NMR,4,2,,3,,,0,,,,,,139,,,,,,,,,3% reduced Movement Speed (Hidden),+(10–20) to maximum Life,227,,,26%
Shields,Ebony Tower Shield,61,NMRU,4,2,,3,,,0,,,,,,159,,,,,,,,,3% reduced Movement Speed (Hidden),+(20–30) to maximum Life,358,,,25%
Shields,Ezomyte Tower Shield,64,NMRU,4,2,,3,,,0,,,,,,159,,,,,,,,,3% reduced Movement Speed (Hidden),+(30–40) to maximum Life,454,,,24%
Shields,Colossal Tower Shield,67,NMRU,4,2,,3,,,0,,,,,,159,,,,,,,,,3% reduced Movement Speed (Hidden),+(10–20) to maximum Life,550,,,23%
Shields,Pinnacle Tower Shield,70,NMRU,4,2,,3,,,0,,,,,,159,,,,,,,,,3% reduced Movement Speed (Hidden),+(20–30) to maximum Life,406,,,25%
Shields,Goathide Buckler,2,NMR,2,2,,3,,,0,,,,,,,13,,,,,,,,3% reduced Movement Speed (Hidden),3% increased Movement Speed,,10,,25%
Shields,Pine Buckler,8,NMRU,2,2,,3,,,0,,,,,,,26,,,,,,,,3% reduced Movement Speed (Hidden),3% increased Movement Speed,,38,,26%
Shields,Painted Buckler,16,NMRU,2,2,,3,,,0,,,,,,,44,,,,,,,,3% reduced Movement Speed (Hidden),6% increased Movement Speed,,95,,24%
Shields,Hammered Buckler,23,NMR,2,2,,3,,,0,,,,,,,60,,,,,,,,3% reduced Movement Speed (Hidden),3% increased Movement Speed,,84,,27%
Shields,War Buckler,29,NMRU,2,2,,3,,,0,,,,,,,74,,,,,,,,3% reduced Movement Speed (Hidden),9% increased Movement Speed,,126,,26%
Shields,Gilded Buckler,34,NMR,2,2,,3,,,0,,,,,,,85,,,,,,,,3% reduced Movement Speed (Hidden),6% increased Movement Speed,,171,,25%
Shields,Oak Buckler,38,NMR,2,2,,3,,,0,,,,,,,94,,,,,,,,3% reduced Movement Speed (Hidden),3% increased Movement Speed,,164,,26%
Shields,Enameled Buckler,42,NMRU,2,2,,3,,,0,,,,,,,103,,,,,,,,3% reduced Movement Speed (Hidden),6% increased Movement Speed,,241,,24%
Shields,Corrugated Buckler,46,NMRU,2,2,,3,,,0,,,,,,,112,,,,,,,,3% reduced Movement Speed (Hidden),3% increased Movement Speed,,164,,27%
Shields,Battle Buckler,50,NMR,2,2,,3,,,0,,,,,,,121,,,,,,,,3% reduced Movement Speed (Hidden),9% increased Movement Speed,,214,,26%
Shields,Golden Buckler,54,NMRU,2,2,,3,,,0,,,,,,,130,,,,,,,,3% reduced Movement Speed (Hidden),6% increased Movement Speed,,269,,25%
Shields,Ironwood Buckler,57,NMR,2,2,,3,,,0,,,,,,,136,,,,,,,,3% reduced Movement Speed (Hidden),3% increased Movement Speed,,243,,26%
Shields,Lacquered Buckler,60,NMR,2,2,,3,,,0,,,,,,,159,,,,,,,,3% reduced Movement Speed (Hidden),6% increased Movement Speed,,382,,24%
Shields,Vaal Buckler,63,NMRU,2,2,,3,,,0,,,,,,,159,,,,,,,,3% reduced Movement Speed (Hidden),3% increased Movement Speed,,239,,27%
Shields,Crusader Buckler,66,NMR,2,2,,3,,,0,,,,,,,159,,,,,,,,3% reduced Movement Speed (Hidden),9% increased Movement Speed,,287,,26%
Shields,Imperial Buckler,69,NMR,2,2,,3,,,0,,,,,,,159,,,,,,,,3% reduced Movement Speed (Hidden),6% increased Movement Speed,,335,,25%
Shields,Twig Spirit Shield,3,NMR,2,2,,3,,,0,,,,,,,,15,,,,,,,3% reduced Movement Speed (Hidden),(10–15)% increased Spell Damage,,,5,22%
Shields,Yew Spirit Shield,9,NMR,2,2,,3,,,0,,,,,,,,28,,,,,,,3% reduced Movement Speed (Hidden),(5–10)% increased Spell Damage,,,11,24%
Shields,Bone Spirit Shield,15,NMR,2,2,,3,,,0,,,,,,,,42,,,,,,,3% reduced Movement Speed (Hidden),(15–20)% increased Spell Damage,,,17,22%
Shields,Tarnished Spirit Shield,23,NMRU,2,2,,3,,,0,,,,,,,,60,,,,,,,3% reduced Movement Speed (Hidden),(5–10)% increased Spell Damage,,,25,24%
Shields,Jingling Spirit Shield,28,NMRU,2,2,,3,,,0,,,,,,,,71,,,,,,,3% reduced Movement Speed (Hidden),(10–15)% increased Spell Damage,,,30,23%
Shields,Brass Spirit Shield,33,NMRU,2,2,,3,,,0,,,,,,,,82,,,,,,,3% reduced Movement Speed (Hidden),,,,43,25%
Shields,Walnut Spirit Shield,37,NMR,2,2,,3,,,0,,,,,,,,92,,,,,,,3% reduced Movement Speed (Hidden),(5–10)% increased Spell Damage,,,39,24%
Shields,Ivory Spirit Shield,41,NMRU,2,2,,3,,,0,,,,,,,,100,,,,,,,3% reduced Movement Speed (Hidden),(15–20)% increased Spell Damage,,,43,22%
Shields,Ancient Spirit Shield,45,NMR,2,2,,3,,,0,,,,,,,,110,,,,,,,3% reduced Movement Speed (Hidden),(5–10)% increased Spell Damage,,,47,24%
Shields,Chiming Spirit Shield,49,NMR,2,2,,3,,,0,,,,,,,,118,,,,,,,3% reduced Movement Speed (Hidden),(10–15)% increased Spell Damage,,,51,23%
Shields,Thorium Spirit Shield,53,NMRU,2,2,,3,,,0,,,,,,,,128,,,,,,,3% reduced Movement Speed (Hidden),,,,67,25%
Shields,Lacewood Spirit Shield,56,NMR,2,2,,3,,,0,,,,,,,,134,,,,,,,3% reduced Movement Speed (Hidden),(5–10)% increased Spell Damage,,,58,24%
Shields,Fossilised Spirit Shield,59,NMR,2,2,,3,,,0,,,,,,,,141,,,,,,,3% reduced Movement Speed (Hidden),(15–20)% increased Spell Damage,,,61,22%
Shields,Vaal Spirit Shield,62,NMRU,2,2,,3,,,0,,,,,,,,159,,,,,,,3% reduced Movement Speed (Hidden),(5–10)% increased Spell Damage,,,70,24%
Shields,Harmonic Spirit Shield,65,NMRU,2,2,,3,,,0,,,,,,,,159,,,,,,,3% reduced Movement Speed (Hidden),(10–15)% increased Spell Damage,,,72,23%
Shields,Titanium Spirit Shield,68,NMRU,2,2,,3,,,0,,,,,,,,159,,,,,,,3% reduced Movement Speed (Hidden),,,,84,25%
Shields,Rotted Round Shield,5,NMRU,2,2,,3,,,0,,,,,,10,10,,,,,,,,3% reduced Movement Speed (Hidden),60% increased Block Recovery,11,11,,23%
Shields,Fir Round Shield,12,NMR,2,2,,3,,,0,,,,,,19,19,,,,,,,,3% reduced Movement Speed (Hidden),180% increased Block Recovery,25,25,,23%
Shields,Studded Round Shield,20,NMRU,2,2,,3,,,0,,,,,,28,28,,,,,,,,3% reduced Movement Speed (Hidden),60% increased Block Recovery,40,40,,26%
Shields,Scarlet Round Shield,27,NMR,2,2,,3,,,0,,,,,,37,37,,,,,,,,3% reduced Movement Speed (Hidden),,75,75,,25%
Shields,Splendid Round Shield,33,NMR,2,2,,3,,,0,,,,,,44,44,,,,,,,,3% reduced Movement Speed (Hidden),120% increased Block Recovery,65,65,,24%
Shields,Maple Round Shield,39,NMR,2,2,,3,,,0,,,,,,52,52,,,,,,,,3% reduced Movement Speed (Hidden),180% increased Block Recovery,77,77,,23%
Shields,Spiked Round Shield,45,NMR,2,2,,3,,,0,,,,,,58,58,,,,,,,,3% reduced Movement Speed (Hidden),60% increased Block Recovery,88,88,,26%
Shields,Crimson Round Shield,49,NMR,2,2,,3,,,0,,,,,,64,64,,,,,,,,3% reduced Movement Speed (Hidden),,135,135,,25%
Shields,Baroque Round Shield,54,NMRU,2,2,,3,,,0,,,,,,70,70,,,,,,,,3% reduced Movement Speed (Hidden),120% increased Block Recovery,106,106,,24%
Shields,Teak Round Shield,58,NMR,2,2,,3,,,0,,,,,,74,74,,,,,,,,3% reduced Movement Speed (Hidden),180% increased Block Recovery,114,114,,23%
Shields,Spiny Round Shield,62,NMR,2,2,,3,,,0,,,,,,85,85,,,,,,,,3% reduced Movement Speed (Hidden),60% increased Block Recovery,134,134,,26%
Shields,Cardinal Round Shield,66,NMRU,2,2,,3,,,0,,,,,,85,85,,,,,,,,3% reduced Movement Speed (Hidden),,181,181,,25%
Shields,Elegant Round Shield,70,NMR,2,2,,3,,,0,,,,,,85,85,,,,,,,,3% reduced Movement Speed (Hidden),120% increased Block Recovery,129,129,,24%
Shields,Plank Kite Shield,7,NMRU,3,2,,3,,,0,,,,,,13,,13,,,,,,,3% reduced Movement Speed (Hidden),+4% to all Elemental Resistances,15,,5,22%
Shields,Linden Kite Shield,13,NMR,3,2,,3,,,0,,,,,,20,,20,,,,,,,3% reduced Movement Speed (Hidden),+4% to all Elemental Resistances,38,,12,24%
Shields,Reinforced Kite Shield,20,NMR,3,2,,3,,,0,,,,,,28,,28,,,,,,,3% reduced Movement Speed (Hidden),,56,,17,26%
Shields,Layered Kite Shield,27,NMR,3,2,,3,,,0,,,,,,37,,37,,,,,,,3% reduced Movement Speed (Hidden),+8% to all Elemental Resistances,54,,16,24%
Shields,Ceremonial Kite Shield,34,NMR,3,2,,3,,,0,,,,,,46,,46,,,,,,,3% reduced Movement Speed (Hidden),+12% to all Elemental Resistances,67,,20,22%
Shields,Etched Kite Shield,40,NMR,3,2,,3,,,0,,,,,,52,,52,,,,,,,3% reduced Movement Speed (Hidden),+4% to all Elemental Resistances,110,,33,24%
Shields,Steel Kite Shield,46,NMR,3,2,,3,,,0,,,,,,60,,60,,,,,,,3% reduced Movement Speed (Hidden),,127,,37,26%
Shields,Laminated Kite Shield,50,NMRU,3,2,,3,,,0,,,,,,64,,64,,,,,,,3% reduced Movement Speed (Hidden),+8% to all Elemental Resistances,98,,29,24%
Shields,Angelic Kite Shield,55,NMR,3,2,,3,,,0,,,,,,70,,70,,,,,,,3% reduced Movement Speed (Hidden),+12% to all Elemental Resistances,108,,32,22%
Shields,Branded Kite Shield,59,NMRU,3,2,,3,,,0,,,,,,76,,76,,,,,,,3% reduced Movement Speed (Hidden),+4% to all Elemental Resistances,162,,47,24%
Shields,Champion Kite Shield,62,NMRU,3,2,,3,,,0,,,,,,85,,85,,,,,,,3% reduced Movement Speed (Hidden),,187,,55,26%
Shields,Mosaic Kite Shield,65,NMRU,3,2,,3,,,0,,,,,,85,,85,,,,,,,3% reduced Movement Speed (Hidden),+8% to all Elemental Resistances,127,,37,24%
Shields,Archon Kite Shield,68,NMRU,3,2,,3,,,0,,,,,,85,,85,,,,,,,3% reduced Movement Speed (Hidden),+12% to all Elemental Resistances,135,,40,22%
Shields,Spiked Bundle,5,NMR,2,2,,3,,,0,,,,,,,10,10,,,,,,,3% reduced Movement Speed (Hidden),2% chance to Dodge Attacks,,11,4,24%
Shields,Driftwood Spiked Shield,12,NMR,2,2,,3,,,0,,,,,,,19,19,,,,,,,3% reduced Movement Speed (Hidden),2% chance to Dodge Attacks,,40,13,24%
Shields,Alloyed Spiked Shield,20,NMR,2,2,,3,,,0,,,,,,,28,28,,,,,,,3% reduced Movement Speed (Hidden),2% chance to Dodge Attacks,,48,15,25%
Shields,Burnished Spiked Shield,27,NMRU,2,2,,3,,,0,,,,,,,37,37,,,,,,,3% reduced Movement Speed (Hidden),4% chance to Dodge Attacks,,54,16,26%
Shields,Ornate Spiked Shield,33,NMR,2,2,,3,,,0,,,,,,,44,44,,,,,,,3% reduced Movement Speed (Hidden),4% chance to Dodge Attacks,,105,31,24%
Shields,Redwood Spiked Shield,39,NMR,2,2,,3,,,0,,,,,,,52,52,,,,,,,3% reduced Movement Speed (Hidden),2% chance to Dodge Attacks,,123,36,24%
Shields,Compound Spiked Shield,45,NMRU,2,2,,3,,,0,,,,,,,58,58,,,,,,,3% reduced Movement Speed (Hidden),2% chance to Dodge Attacks,,106,31,25%
Shields,Polished Spiked Shield,49,NMR,2,2,,3,,,0,,,,,,,64,64,,,,,,,3% reduced Movement Speed (Hidden),4% chance to Dodge Attacks,,96,28,26%
Shields,Sovereign Spiked Shield,54,NMR,2,2,,3,,,0,,,,,,,70,70,,,,,,,3% reduced Movement Speed (Hidden),4% chance to Dodge Attacks,,169,50,24%
Shields,Alder Spiked Shield,58,NMR,2,2,,3,,,0,,,,,,,74,74,,,,,,,3% reduced Movement Speed (Hidden),2% chance to Dodge Attacks,,182,53,24%
Shields,Ezomyte Spiked Shield,62,NMR,2,2,,3,,,0,,,,,,,85,85,,,,,,,3% reduced Movement Speed (Hidden),2% chance to Dodge Attacks,,158,46,25%
Shields,Mirrored Spiked Shield,66,NMRU,2,2,,3,,,0,,,,,,,85,85,,,,,,,3% reduced Movement Speed (Hidden),4% chance to Dodge Attacks,,131,38,26%
Shields,Supreme Spiked Shield,70,NMRU,2,2,,3,,,0,,,,,,,85,85,,,,,,,3% reduced Movement Speed (Hidden),4% chance to Dodge Attacks,,210,62,24%
Amulets,Coral Amulet,1,NMRU,1,1,,,,,,,,,,,,,,,,,,,,(2-4) Life Regenerated per second,,,,,
Amulets,Paua Amulet,1,NMRU,1,1,,,,,,,,,,,,,,,,,,,,(20-30)% increased Mana Regeneration Rate,,,,,
Amulets,Amber Amulet,5,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(20-30) to Strength,,,,,
Amulets,Jade Amulet,5,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(20-30) to Dexterity,,,,,
Amulets,Lapis Amulet,5,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(20-30) to Intelligence,,,,,
Amulets,Gold Amulet,8,NMRU,1,1,,,,,,,,,,,,,,,,,,,,(12-20)% increased Rarity of Items found,,,,,
Amulets,Agate Amulet,16,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(16-24) to Strength and Intelligence,,,,,
Amulets,Citrine Amulet,16,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(16-24) to Strength and Dexterity,,,,,
Amulets,Turquoise Amulet,16,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(16-24) to Dexterity and Intelligence,,,,,
Amulets,Onyx Amulet,20,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(10-16) to all Attributes,,,,,
Amulets,Marble Amulet,74,NMRU,1,1,,,,,,,,,,,,,,,,,,,,(1.2-1.6)% of Life Regenerated per second,,,,,
Amulets,Blue Pearl Amulet,77,NMRU,1,1,,,,,,,,,,,,,,,,,,,,(48-56)% increased Mana Regeneration Rate,,,,,
Belts,Chain Belt,1,NMRU,1,2,,,,,,,,,,,,,,,,,,,,+(9-20) to maximum Energy Shield,,,,,
Belts,Rustic Sash,1,NMRU,1,2,,,,,,,,,,,,,,,,,,,,(12-24)% increased Physical Damage,,,,,
Belts,Heavy Belt,8,NMRU,1,2,,,,,,,,,,,,,,,,,,,,+(25-35) to Strength,,,,,
Belts,Leather Belt,8,NMRU,1,2,,,,,,,,,,,,,,,,,,,,+(25-40) to maximum Life,,,,,
Belts,Cloth Belt,16,NMRU,1,2,,,,,,,,,,,,,,,,,,,,(15-25)% increased Stun and Block Recovery,,,,,
Belts,Studded Belt,16,NMRU,1,2,,,,,,,,,,,,,,,,,,,,(20-30)% increased Stun Duration on Enemies,,,,,
Belts,Vanguard Belt,78,NMRU,1,2,,,,,,,,,,,,,,,,,,,,+(260-320) to Armour and Evasion Rating,,,,,
Belts,Crystal Belt,79,NMRU,1,2,,,,,,,,,,,,,,,,,,,,+(60-80) to maximum Energy Shield,,,,,
Quivers,Serrated Arrow Quiver,1,NMRU,3,2,,,,,,,,,,,,,,,,,,,,Adds 1 to 4 Physical Damage to Attacks with Bows,,,,,
Quivers,Two-Point Arrow Quiver,4,NMRU,3,2,,,,,,,,,,,,,,,,,,,,(20-30)% increased Accuracy Rating,,,,,
Quivers,Sharktooth Arrow Quiver,10,NMRU,3,2,,,,,,,,,,,,,,,,,,,,+(3-4) Life gained for each Enemy hit by your Attacks,,,,,
Quivers,Blunt Arrow Quiver,16,NMRU,3,2,,,,,,,,,,,,,,,,,,,,(25-35)% increased Stun Duration on Enemies,,,,,
Quivers,Fire Arrow Quiver,22,NMRU,3,2,,,,,,,,,,,,,,,,,,,,Adds 4 to 8 Fire Damage to Attacks with Bows,,,,,
Quivers,Broadhead Arrow Quiver,28,NMRU,3,2,,,,,,,,,,,,,,,,,,,,Adds 6 to 12 Physical Damage to Attacks with Bows,,,,,
Quivers,Penetrating Arrow Quiver,36,NMRU,3,2,,,,,,,,,,,,,,,,,,,,10% chance of Arrows Piercing,,,,,
Quivers,Spike-Point Arrow Quiver,45,NMRU,3,2,,,,,,,,,,,,,,,,,,,,(20-30)% increased Global Critical Strike Chance,,,,,
Rings,Breach Ring,1,R,1,1,,,,,,,,,,,,,,,,,,,,Properties are doubled while in a BreachCorrupted,,,,,
Rings,Coral Ring,1,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(20-30) to maximum Life,,,,,
Rings,Iron Ring,1,NMRU,1,1,,,,,,,,,,,,,,,,,,,,Adds 1 to 4 Physical Damage to Attacks,,,,,
Rings,Paua Ring,1,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(20-25) to maximum Mana,,,,,
Rings,Unset Ring,5,NMRU,1,1,,1,,,,,,,,,,,,,,,,,,Has 1 Socket,,,,,
Rings,Sapphire Ring,8,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(20-30)% to Cold Resistance,,,,,
Rings,Topaz Ring,12,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(20-30)% to Lightning Resistance,,,,,
Rings,Ruby Ring,16,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(20-30)% to Fire Resistance,,,,,
Rings,Diamond Ring,20,NMRU,1,1,,,,,,,,,,,,,,,,,,,,(20-30)% increased Global Critical Strike Chance,,,,,
Rings,Gold Ring,20,NMRU,1,1,,,,,,,,,,,,,,,,,,,,(6-15)% increased Rarity of Items found,,,,,
Rings,Moonstone Ring,20,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(15-25) to maximum Energy Shield,,,,,
Rings,Two-Stone Ring,20,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(12-16)% to Fire and Cold Resistances,,,,,
Rings,Amethyst Ring,30,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(9-13)% to Chaos Resistance,,,,,
Rings,Prismatic Ring,30,NMRU,1,1,,,,,,,,,,,,,,,,,,,,+(8-10)% to all Elemental Resistances,,,,,
Rings,Opal Ring,80,NMR,1,1,,,,,,,,,,,,,,,,,,,,(15-25)% increased Elemental Damage,,,,,
Rings,Steel Ring,80,NMR,1,1,,,,,,,,,,,,,,,,,,,,Adds (3-4) to (10-14) Physical Damage to Attacks,,,,,
Jewel,Cobalt Jewel,20,MRU,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Jewel,Crimson Jewel,20,MRU,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Jewel,Viridian Jewel,20,MRU,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Divination Card,House of Mirrors,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Doctor,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Fiend,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,Hunter's Reward,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Dragon's Heart,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,Mawr Blaidd,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Last One Standing,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Offering,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Ethereal,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Queen,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,Abandoned Wealth,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Formless Sea,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Brittle Emperor,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Immortal,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Artist,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Thaumaturgist,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,Wealth and Power,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Demoness,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,Pride Before the Fall,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Enlightened,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,Heterochromia,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The King's Heart,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,Bowyer's Dream,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Hunger,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Celestial Justicar,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
Divination Card,The Road to Power,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Arena Champion,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Gladiator,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Stormcaller,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,Glimmer of Hope,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Tyrant,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Cursed King,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Avenger,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Scavenger,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,Lost Worlds,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Union,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Risk,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,The Trial,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,Scholar of the Seas,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
Divination Card,Lucky Deck,1,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,
